review_id,product_id,review_title,review_content,rating_count,rating,product_name
"R10365HEDURWI9,R5RP542IMC4OI,RX2HFWXTTQDTS,R2636VYPMOZV9,RW2Z2YM3K8UV5,RVNGA0FEAXYHI,R2K7MABWMAQE26,R33YS4PO3JWU23",B07F1P8KNV,"Nice product .,Good quality Braided cable, VFM,Good cord, but has Earthing issue,Ok,Good product. Little bit fast charger for phones like redmi.,Fast charging is working properly,Money value product 👌,Cable a Nice product","Sturdy packing, good product!,Have used this brand cable for my iPhone and iPad before, so when my wife's Samsung charger cable gave up the ghost in less than 6  months, I ordered this. Braided, visibly high quality cable, unlike the flimsy and highly overpriced OEM cables from Apple and Samsung. I have been using my iPhone cable from Wayona for more than 1 1/2 years and still going strong.  Hope this C cable will give a similar performance,I like Wayona chords and especially the long ones. But I get a slight shock - like a static discharge - when I touch my phone while charging with these two cords. Other cords with same charger are okay.,Ok,Cable looks solid and length is also good.Little bit fast charging I observed for phones like Redmi.It also looks solid so I am expecting it to work for atleast 1 year,build quality and fast charging feature,Unbreakable, good quality,Cable a Nice Product","10,576",4.2,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)"
"R10365HEDURWI9,R5RP542IMC4OI,RX2HFWXTTQDTS,R2636VYPMOZV9,RW2Z2YM3K8UV5,RVNGA0FEAXYHI,R2K7MABWMAQE26,R33YS4PO3JWU23",B07GVGTSLN,"Nice product .,Good quality Braided cable, VFM,Good cord, but has Earthing issue,Ok,Good product. Little bit fast charger for phones like redmi.,Fast charging is working properly,Money value product 👌,Cable a Nice product","Sturdy packing, good product!,Have used this brand cable for my iPhone and iPad before, so when my wife's Samsung charger cable gave up the ghost in less than 6  months, I ordered this. Braided, visibly high quality cable, unlike the flimsy and highly overpriced OEM cables from Apple and Samsung. I have been using my iPhone cable from Wayona for more than 1 1/2 years and still going strong.  Hope this C cable will give a similar performance,I like Wayona chords and especially the long ones. But I get a slight shock - like a static discharge - when I touch my phone while charging with these two cords. Other cords with same charger are okay.,Ok,Cable looks solid and length is also good.Little bit fast charging I observed for phones like Redmi.It also looks solid so I am expecting it to work for atleast 1 year,build quality and fast charging feature,Unbreakable, good quality,Cable a Nice Product","10,576",4.2,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)"
"R10FUJSCR3VYHY,R2Y8B5LQ5HLACQ,R3BC8GS9GGMBTI,R2BO0XUUDY4ZA3,RN23FCU4EP3F3,RDGNXFM923PG4,R26PGAI8JKY8XB,R381CGOL80J2QM",B01F25X6RQ,"Works well, but not for long,Good product,Good product,Good quality,Excellent.,Good,Average item,Try to improve","The sound quality is excellent for the price, and so are the three buttons. However, the material quality isn't good, and the wite breaks after 9 months or so.,Less bass.. good sound.. quality might be better,I like to buy this headphones,Good product,  very much I like you 👍Good sound quality. Good its really very nice product. Thank you so much samsung galaxy,I have tried many wired earphones almost every brand. But this is just perfect. Mids and lows are superb. Treble and bass are balanced well. The Remote has 3 buttons, mic works well during the call.,https://m.media-amazon.com/images/I/81qrQ52Xf8L._SY88.jpg,Its not so good not so bad,Like but....?","31,539",4.2,Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphones With Mic With Remote Note (White)
"R10FUJSCR3VYHY,R2Y8B5LQ5HLACQ,R3BC8GS9GGMBTI,R2BO0XUUDY4ZA3,RN23FCU4EP3F3,RDGNXFM923PG4,R26PGAI8JKY8XB,R381CGOL80J2QM",B01F262EUU,"Works well, but not for long,Good product,Good product,Good quality,Excellent.,Good,Average item,Try to improve","The sound quality is excellent for the price, and so are the three buttons. However, the material quality isn't good, and the wite breaks after 9 months or so.,Less bass.. good sound.. quality might be better,I like to buy this headphones,Good product,  very much I like you 👍Good sound quality. Good its really very nice product. Thank you so much samsung galaxy,I have tried many wired earphones almost every brand. But this is just perfect. Mids and lows are superb. Treble and bass are balanced well. The Remote has 3 buttons, mic works well during the call.,https://m.media-amazon.com/images/I/81qrQ52Xf8L._SY88.jpg,Its not so good not so bad,Like but....?","31,539",4.2,"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black"
"R128LZ0DN2NZBZ,R3LFQ7EDHZ6DKM,RUSJFUV64DPWM,RHNVN7WEES6ZV,R3LHNY1FJU5Z62,RYD25TMDIWVXF,R22G4CIX0JF8CT,R3KZ4E667WBY58",B0B3CPQ5PF,"Really a Good Buy in this price range in 2022,Expected better Battery,Over-all a very balanced product.,Poor Battery life,Good,Temper glasses not istalle properly,It's 8 gb not working like 12gb,Apart from battery and sound quality, everything else is good.","Verdict : A Solid buy for this price segment in 2022 (and even for early 2023)There are 2 reviews in this section. Review 1 is 30 days after purchase (Typos in the Review 1 has rectified now) and Review 2 is 15 days post Android 13 beta update. These reviews are based on my own personal experience of the device purchased here in Amazon on 1 August 2022.Before OOS 13 update, 5G (only for Jio) was enabled via another update. 5G is still not available in my region. Hence, 5G related parameters are not covered in this review.Review 2: After about 15 days of Oxygen OS 13 Beta update (Android 13):(Update received on 1 Dec 2023).Note: After the beta update, no new issues popped up.i.e., there were;No Heating related issues.No fast battery drain.No change in the Charging time.No annoying bugs.No change in camera performance.Beta update is mostly like a Stable update.OOS 13 (Android 13) update review:Delighters:> No new apps added. Absolutely NOT.> System storage consumption remains the same (13.2 GB).> Animations are more fluidic.> More customization UI features added. (Scout widgets in home screen, Enlarged folder & lot more.)> Daily data usage is available in the notification panel and need not be reset daily unlike earlier.> Slight improvement in the Front Ambient light sensor.> Ability to play videos in the background & screen OFF as well (even for YouTube)  (Really a welcoming & longing feature, which other brand UIs have not or only with screen OFF)> Stand-by battery life has improved substantially.Disappointers:> Brightness at lowest level is brighter than before.> No improvement in Sound levels. Still initial 40% is too silent.> No Dolby Atomos (which was mentioned for OOS 13). Perhaps, to wait for Stable update.> Auto brightness latency is higher than earlier. Response time is tad increased.> Haptics have become tighter than earlier, but still not stronger.=======================================================================Review 1:Verdict - A Good Buy in this price range in 2022.Note:- This review is after a month's usage.- Received 2 updates during the course of time (Recent update was of 0.98 GB).- System consumes 13.2 GB space. 128 GB variant is pretty adequate for a normal usage.- N77 band is missing for 5G.- The unit I bought DOES NOT have any sort of heating issues or fast battery drain issue.- Shifting from a 120 Hz to this 90 Hz mobile. No noticeable difference observed. ( In Non-gaming aspect)- Nothing Great or Noting worse in the unmentioned parameters.Things that are delighting;> Exceptional signal reception (especially 4G+ carrier aggregation). Very fast download speeds.> Insane Fast charging (0 to 100% in 40 mins, 30 to 100 % in 20 mins, excluding trickle charge). No heating of the mobile (just slight warming) during charging.> Stand by charge and SoT is fantastic (Even more than 7.5 hrs, for Videos, YT and general tasks and calls, even in mobile data always ON and AOD set to Battery saver.> Oxygen OS = Color OS/Realme OS - Bloatware. The skin is really good & nothing to complain like other brands' UI.> Absolutely no 3rd party bloatware and no ads in the UI or any 2nd party apps. Even some 2nd party apps are ""un-installable"". No major bothering bugs noticed till date.> Yes, the ""Alert slider"" is included, unlike some premium OnePlus models.Things that are annoying;> Dual ambient light sensor (1 in rear and other in front) is not well calibrated. The brightness is always in the lower side and frequent manual increase in required.> Volume level is useless until 40% level (can be audible only in ""Pin-drop silence ambience). Audible enough only post 40% level. Stereo speakers output are 70% bottom and 30 % earpiece. But full volume doesn't distort & is loud enough.> Haptics are tight but not strong, even in higher levels. Effective only post 40% and best only @ 90% level)> Hotspot drains battery quickly (even a warning notification pops up). Also, Chrome and Google app eats away battery quickly. Parallel downloads makes the area near the camera module warm).> Though the in-hand feel is good, the buttons are of no close tolerances and wobbles a bit.> Data billing cycle to be reset daily to show the daily data usage in the notification panel.> The inbuild DAC (no 3.5 mm hole and only Type-C port) is not great. The Dirac equalizer is also not yielding best output. Perhaps, Dolby Atmos support in OOS 13 could improve the audio output.,Overall it's a good mobile phone. The speed and interface is all good but expect battery to last long. Not much, i always keep it in battery saving mode and work for about 18-20 hours on normal use.. not many themes available. Samsung is better in that sense.. there are many wallpapers and themes available. Display is clear and camera is also good! Overall okay.,I got this mobile (12Gb, 25Gb Ram variant)at 31k after 3k discount on icici credit card.For this price it's a must buy.I am using this product since last 2 weeks.The camera is pretty good and the screen and sterio speakers are also working very well.The only complaint I can say is the battery life could have been better, as a working professional it doesn't makes a lot difference for me but who is a heavy user they will need to charge it twice a day.If you have no issues with the battery section then just go for it.👍,Battery drains like any thing. Rest all good.I have to recharge twice a day, don't buy if you want a good battery backup.Even though phone is fast charge, I am disappointed with battery life.,I bought 12gb and 256 and it's working very smoothly, for normal regular use you can go for it.,There is problem with temper glass part , front Cemera area temper glass not installing,Good but not so fast as I think 12gb 256 it's ordinary like 8gb .,Apart from battery and sound quality, everything else is good.","17,415",4.3,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)"
"R128LZ0DN2NZBZ,R3LFQ7EDHZ6DKM,RUSJFUV64DPWM,RHNVN7WEES6ZV,R3LHNY1FJU5Z62,RYD25TMDIWVXF,R22G4CIX0JF8CT,R3KZ4E667WBY58",B0B3CQBRB4,"Really a Good Buy in this price range in 2022,Expected better Battery,Over-all a very balanced product.,Poor Battery life,Good,Temper glasses not istalle properly,It's 8 gb not working like 12gb,Apart from battery and sound quality, everything else is good.","Verdict : A Solid buy for this price segment in 2022 (and even for early 2023)There are 2 reviews in this section. Review 1 is 30 days after purchase (Typos in the Review 1 has rectified now) and Review 2 is 15 days post Android 13 beta update. These reviews are based on my own personal experience of the device purchased here in Amazon on 1 August 2022.Before OOS 13 update, 5G (only for Jio) was enabled via another update. 5G is still not available in my region. Hence, 5G related parameters are not covered in this review.Review 2: After about 15 days of Oxygen OS 13 Beta update (Android 13):(Update received on 1 Dec 2023).Note: After the beta update, no new issues popped up.i.e., there were;No Heating related issues.No fast battery drain.No change in the Charging time.No annoying bugs.No change in camera performance.Beta update is mostly like a Stable update.OOS 13 (Android 13) update review:Delighters:> No new apps added. Absolutely NOT.> System storage consumption remains the same (13.2 GB).> Animations are more fluidic.> More customization UI features added. (Scout widgets in home screen, Enlarged folder & lot more.)> Daily data usage is available in the notification panel and need not be reset daily unlike earlier.> Slight improvement in the Front Ambient light sensor.> Ability to play videos in the background & screen OFF as well (even for YouTube)  (Really a welcoming & longing feature, which other brand UIs have not or only with screen OFF)> Stand-by battery life has improved substantially.Disappointers:> Brightness at lowest level is brighter than before.> No improvement in Sound levels. Still initial 40% is too silent.> No Dolby Atomos (which was mentioned for OOS 13). Perhaps, to wait for Stable update.> Auto brightness latency is higher than earlier. Response time is tad increased.> Haptics have become tighter than earlier, but still not stronger.=======================================================================Review 1:Verdict - A Good Buy in this price range in 2022.Note:- This review is after a month's usage.- Received 2 updates during the course of time (Recent update was of 0.98 GB).- System consumes 13.2 GB space. 128 GB variant is pretty adequate for a normal usage.- N77 band is missing for 5G.- The unit I bought DOES NOT have any sort of heating issues or fast battery drain issue.- Shifting from a 120 Hz to this 90 Hz mobile. No noticeable difference observed. ( In Non-gaming aspect)- Nothing Great or Noting worse in the unmentioned parameters.Things that are delighting;> Exceptional signal reception (especially 4G+ carrier aggregation). Very fast download speeds.> Insane Fast charging (0 to 100% in 40 mins, 30 to 100 % in 20 mins, excluding trickle charge). No heating of the mobile (just slight warming) during charging.> Stand by charge and SoT is fantastic (Even more than 7.5 hrs, for Videos, YT and general tasks and calls, even in mobile data always ON and AOD set to Battery saver.> Oxygen OS = Color OS/Realme OS - Bloatware. The skin is really good & nothing to complain like other brands' UI.> Absolutely no 3rd party bloatware and no ads in the UI or any 2nd party apps. Even some 2nd party apps are ""un-installable"". No major bothering bugs noticed till date.> Yes, the ""Alert slider"" is included, unlike some premium OnePlus models.Things that are annoying;> Dual ambient light sensor (1 in rear and other in front) is not well calibrated. The brightness is always in the lower side and frequent manual increase in required.> Volume level is useless until 40% level (can be audible only in ""Pin-drop silence ambience). Audible enough only post 40% level. Stereo speakers output are 70% bottom and 30 % earpiece. But full volume doesn't distort & is loud enough.> Haptics are tight but not strong, even in higher levels. Effective only post 40% and best only @ 90% level)> Hotspot drains battery quickly (even a warning notification pops up). Also, Chrome and Google app eats away battery quickly. Parallel downloads makes the area near the camera module warm).> Though the in-hand feel is good, the buttons are of no close tolerances and wobbles a bit.> Data billing cycle to be reset daily to show the daily data usage in the notification panel.> The inbuild DAC (no 3.5 mm hole and only Type-C port) is not great. The Dirac equalizer is also not yielding best output. Perhaps, Dolby Atmos support in OOS 13 could improve the audio output.,Overall it's a good mobile phone. The speed and interface is all good but expect battery to last long. Not much, i always keep it in battery saving mode and work for about 18-20 hours on normal use.. not many themes available. Samsung is better in that sense.. there are many wallpapers and themes available. Display is clear and camera is also good! Overall okay.,I got this mobile (12Gb, 25Gb Ram variant)at 31k after 3k discount on icici credit card.For this price it's a must buy.I am using this product since last 2 weeks.The camera is pretty good and the screen and sterio speakers are also working very well.The only complaint I can say is the battery life could have been better, as a working professional it doesn't makes a lot difference for me but who is a heavy user they will need to charge it twice a day.If you have no issues with the battery section then just go for it.👍,Battery drains like any thing. Rest all good.I have to recharge twice a day, don't buy if you want a good battery backup.Even though phone is fast charge, I am disappointed with battery life.,I bought 12gb and 256 and it's working very smoothly, for normal regular use you can go for it.,There is problem with temper glass part , front Cemera area temper glass not installing,Good but not so fast as I think 12gb 256 it's ordinary like 8gb .,Apart from battery and sound quality, everything else is good.","17,415",4.3,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)"
"R128LZ0DN2NZBZ,R3LFQ7EDHZ6DKM,RUSJFUV64DPWM,RHNVN7WEES6ZV,R3LHNY1FJU5Z62,RYD25TMDIWVXF,R22G4CIX0JF8CT,R3KZ4E667WBY58",B0B3D39RKV,"Really a Good Buy in this price range in 2022,Expected better Battery,Over-all a very balanced product.,Poor Battery life,Good,Temper glasses not istalle properly,It's 8 gb not working like 12gb,Apart from battery and sound quality, everything else is good.","Verdict : A Solid buy for this price segment in 2022 (and even for early 2023)There are 2 reviews in this section. Review 1 is 30 days after purchase (Typos in the Review 1 has rectified now) and Review 2 is 15 days post Android 13 beta update. These reviews are based on my own personal experience of the device purchased here in Amazon on 1 August 2022.Before OOS 13 update, 5G (only for Jio) was enabled via another update. 5G is still not available in my region. Hence, 5G related parameters are not covered in this review.Review 2: After about 15 days of Oxygen OS 13 Beta update (Android 13):(Update received on 1 Dec 2023).Note: After the beta update, no new issues popped up.i.e., there were;No Heating related issues.No fast battery drain.No change in the Charging time.No annoying bugs.No change in camera performance.Beta update is mostly like a Stable update.OOS 13 (Android 13) update review:Delighters:> No new apps added. Absolutely NOT.> System storage consumption remains the same (13.2 GB).> Animations are more fluidic.> More customization UI features added. (Scout widgets in home screen, Enlarged folder & lot more.)> Daily data usage is available in the notification panel and need not be reset daily unlike earlier.> Slight improvement in the Front Ambient light sensor.> Ability to play videos in the background & screen OFF as well (even for YouTube)  (Really a welcoming & longing feature, which other brand UIs have not or only with screen OFF)> Stand-by battery life has improved substantially.Disappointers:> Brightness at lowest level is brighter than before.> No improvement in Sound levels. Still initial 40% is too silent.> No Dolby Atomos (which was mentioned for OOS 13). Perhaps, to wait for Stable update.> Auto brightness latency is higher than earlier. Response time is tad increased.> Haptics have become tighter than earlier, but still not stronger.=======================================================================Review 1:Verdict - A Good Buy in this price range in 2022.Note:- This review is after a month's usage.- Received 2 updates during the course of time (Recent update was of 0.98 GB).- System consumes 13.2 GB space. 128 GB variant is pretty adequate for a normal usage.- N77 band is missing for 5G.- The unit I bought DOES NOT have any sort of heating issues or fast battery drain issue.- Shifting from a 120 Hz to this 90 Hz mobile. No noticeable difference observed. ( In Non-gaming aspect)- Nothing Great or Noting worse in the unmentioned parameters.Things that are delighting;> Exceptional signal reception (especially 4G+ carrier aggregation). Very fast download speeds.> Insane Fast charging (0 to 100% in 40 mins, 30 to 100 % in 20 mins, excluding trickle charge). No heating of the mobile (just slight warming) during charging.> Stand by charge and SoT is fantastic (Even more than 7.5 hrs, for Videos, YT and general tasks and calls, even in mobile data always ON and AOD set to Battery saver.> Oxygen OS = Color OS/Realme OS - Bloatware. The skin is really good & nothing to complain like other brands' UI.> Absolutely no 3rd party bloatware and no ads in the UI or any 2nd party apps. Even some 2nd party apps are ""un-installable"". No major bothering bugs noticed till date.> Yes, the ""Alert slider"" is included, unlike some premium OnePlus models.Things that are annoying;> Dual ambient light sensor (1 in rear and other in front) is not well calibrated. The brightness is always in the lower side and frequent manual increase in required.> Volume level is useless until 40% level (can be audible only in ""Pin-drop silence ambience). Audible enough only post 40% level. Stereo speakers output are 70% bottom and 30 % earpiece. But full volume doesn't distort & is loud enough.> Haptics are tight but not strong, even in higher levels. Effective only post 40% and best only @ 90% level)> Hotspot drains battery quickly (even a warning notification pops up). Also, Chrome and Google app eats away battery quickly. Parallel downloads makes the area near the camera module warm).> Though the in-hand feel is good, the buttons are of no close tolerances and wobbles a bit.> Data billing cycle to be reset daily to show the daily data usage in the notification panel.> The inbuild DAC (no 3.5 mm hole and only Type-C port) is not great. The Dirac equalizer is also not yielding best output. Perhaps, Dolby Atmos support in OOS 13 could improve the audio output.,Overall it's a good mobile phone. The speed and interface is all good but expect battery to last long. Not much, i always keep it in battery saving mode and work for about 18-20 hours on normal use.. not many themes available. Samsung is better in that sense.. there are many wallpapers and themes available. Display is clear and camera is also good! Overall okay.,I got this mobile (12Gb, 25Gb Ram variant)at 31k after 3k discount on icici credit card.For this price it's a must buy.I am using this product since last 2 weeks.The camera is pretty good and the screen and sterio speakers are also working very well.The only complaint I can say is the battery life could have been better, as a working professional it doesn't makes a lot difference for me but who is a heavy user they will need to charge it twice a day.If you have no issues with the battery section then just go for it.👍,Battery drains like any thing. Rest all good.I have to recharge twice a day, don't buy if you want a good battery backup.Even though phone is fast charge, I am disappointed with battery life.,I bought 12gb and 256 and it's working very smoothly, for normal regular use you can go for it.,There is problem with temper glass part , front Cemera area temper glass not installing,Good but not so fast as I think 12gb 256 it's ordinary like 8gb .,Apart from battery and sound quality, everything else is good.","17,415",4.3,"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)"
"R13UTIA6KOF6QV,R2UGDZSGFF01K7,RHHIZ45VYU5X6,R14N9HBE5EIUY0,R2WMW096T9Y0OU,R1SHIIE6M72825,R22P6BE9DBME4F,R2TEINENXTIHT2",B09HQSV46W,"It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic 🤠,Super picture quality and sound quality,Awesome","Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/61spXDbojZL._SY88.jpg,Greater then ever,Good quality,Good 👍","32,840",4.2,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black)
"R13UTIA6KOF6QV,R2UGDZSGFF01K7,RHHIZ45VYU5X6,R14N9HBE5EIUY0,R2WMW096T9Y0OU,R1SHIIE6M72825,R22P6BE9DBME4F,R2TEINENXTIHT2",B0B6F7LX4C,"It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic 🤠,Super picture quality and sound quality,Awesome","Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,https://m.media-amazon.com/images/I/61spXDbojZL._SY88.jpg,Greater then ever,Good quality,Good 👍","32,840",4.2,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black)
"R13UTIA6KOF6QV,R2UGDZSGFF01K7,RHHIZ45VYU5X6,R14N9HBE5EIUY0,R2WMW096T9Y0OU,R1SHIIE6M72825,R22P6BE9DBME4F,R2TEINENXTIHT2",B0B6F8HHR6,"It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic 🤠,Super picture quality and sound quality,Awesome","Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61spXDbojZL._SY88.jpg,Greater then ever,Good quality,Good 👍","32,840",4.2,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black)
