user_id,user_name,review_id,review_title,review_content,product_id,rating,rating_count
"AEQWVGESA7TDGK7KZ4DAJQGYH32A,AECGAMNNIMW5QOPOBXRYQAKMQGEA,AEA5X2W76STDCKVMFZ2WP7H7QFUA,AEWMPOUFVOFZ3WMJGHLOYQ7VGUJQ,AGLVW6SUWTW35HT5AYQR4CKA5IOA,AFSU7KWDY4KGQSFFCRXJ4IPJREAQ,AHS7DI2FACP3P3FNVH7263NLW2TA,AELNHGVCLQTWAEFDH244JJZZSVAQ","Verified Buyer,Avishek Majumdar,Drowna roy,mahaboobali khan,Aamir,PRAHLADAN K N,Abdulkadir,raja","R2Z9ENI1BK4EAB,R2JTBG4GO7WPMG,R3GKCN4UH999M8,R3EGXE69JQH9AG,RCX9JVSY2ISRL,R1UVGU3RQMOG49,R2VQFSALVKRALF,R1M45F72399D3L","Good,Genuine product,Not first charge this cabil,,Nice cable but known durability,Got a used type c to c cable and the xable was damaged,The product is Genuine and Good,Abdul kadir,Good","Buy it,Received in good condition and is working properly,This price cabil not good,  and also short,I am using from 2 months and charging the phone in good way and it's really value for money.. i recommend this cable.,https://m.media-amazon.com/images/I/71CEI3G+BLL._SY88.jpg,The cable is perfect for 3A charging devices . Support super fast charging and can be used in vehicle chargers and adapters. sturdy and durable for daily use,Best cable i have ever used by amazon .worth it . Guys just take it,Good Quality.but over priced",B008FWZGSG,4.3,355
"AEQWVGESA7TDGK7KZ4DAJQGYH32A,AECGAMNNIMW5QOPOBXRYQAKMQGEA,AEA5X2W76STDCKVMFZ2WP7H7QFUA,AEWMPOUFVOFZ3WMJGHLOYQ7VGUJQ,AGLVW6SUWTW35HT5AYQR4CKA5IOA,AFSU7KWDY4KGQSFFCRXJ4IPJREAQ,AHS7DI2FACP3P3FNVH7263NLW2TA,AELNHGVCLQTWAEFDH244JJZZSVAQ","Verified Buyer,Avishek Majumdar,Drowna roy,mahaboobali khan,Aamir,PRAHLADAN K N,Abdulkadir,raja","R2Z9ENI1BK4EAB,R2JTBG4GO7WPMG,R3GKCN4UH999M8,R3EGXE69JQH9AG,RCX9JVSY2ISRL,R1UVGU3RQMOG49,R2VQFSALVKRALF,R1M45F72399D3L","Good,Genuine product,Not first charge this cabil,,Nice cable but known durability,Got a used type c to c cable and the xable was damaged,The product is Genuine and Good,Abdul kadir,Good","Buy it,Received in good condition and is working properly,This price cabil not good,  and also short,I am using from 2 months and charging the phone in good way and it's really value for money.. i recommend this cable.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71CEI3G+BLL._SY88.jpg,The cable is perfect for 3A charging devices . Support super fast charging and can be used in vehicle chargers and adapters. sturdy and durable for daily use,Best cable i have ever used by amazon .worth it . Guys just take it,Good Quality.but over priced",B008FWZGSG,4.3,355
"AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,AENQPV63OVBZHJ7L7V37M2ADFY7Q,AH7J7BCTWAMK2REWT4AMA2V5DPUQ,AFZSC27UUKDN5VYQVMAPYZNQTULA,AHM56NVJXROPTI5WICZITI4YAZAA,AEWZZXQWEU2QSVBCT7AJQ3FXMZWA,AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,AGCX23QVQFBCYCAUWQNM4YHMKMQA","Shiva,Uzef,kottala samuel,Renjith,Dhivakaran,Mark,Utkarsh Tripathi,Vijay Sreekantan","R2AE3BN2Y58N55,R6YVRITBSRECR,R232KD83Q3MVML,R23FRK2ABESQGU,R3NE24KAHO8M69,R2PZRPBF9ZAOMA,R1DC9VBYLSSEB,R2BBEAL7JZWXYR","Functionality as described,Working,Great USB in budget,Good,Good,It just works,Works with my Casio ct-x700 well,Still working after 3 months","Using it and satisfactory.,Working good also not so expensive,Using this for an audio transition from Yamaha mgxu20 sound mixer to the laptop for live purpose excellent quality.,Bought it before one and a half month.... Works well.. Satisfied...🙂,Good quality, and cheap price,Great for the price works with my usb mic fantastically well. Just I find the usb b side is a bit loose when compared to my original OEM cables.. I have ordered several pairs but all are same. At least for my mic. But it’s not too loose to be called unusable,Works with my Casio ct-x700 well,",B00NH11KIK,4.5,"1,07,687"
"AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,AENQPV63OVBZHJ7L7V37M2ADFY7Q,AH7J7BCTWAMK2REWT4AMA2V5DPUQ,AFZSC27UUKDN5VYQVMAPYZNQTULA,AHM56NVJXROPTI5WICZITI4YAZAA,AEWZZXQWEU2QSVBCT7AJQ3FXMZWA,AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,AGCX23QVQFBCYCAUWQNM4YHMKMQA","Shiva,Uzef,kottala samuel,Renjith,Dhivakaran,Mark,Utkarsh Tripathi,Vijay Sreekantan","R2AE3BN2Y58N55,R6YVRITBSRECR,R232KD83Q3MVML,R23FRK2ABESQGU,R3NE24KAHO8M69,R2PZRPBF9ZAOMA,R1DC9VBYLSSEB,R2BBEAL7JZWXYR","Functionality as described,Working,Great USB in budget,Good,Good,It just works,Works with my Casio ct-x700 well,Still working after 3 months","Using it and satisfactory.,Working good also not so expensive,Using this for an audio transition from Yamaha mgxu20 sound mixer to the laptop for live purpose excellent quality.,Bought it before one and a half month.... Works well.. Satisfied...🙂,Good quality, and cheap price,Great for the price works with my usb mic fantastically well. Just I find the usb b side is a bit loose when compared to my original OEM cables.. I have ordered several pairs but all are same. At least for my mic. But it’s not too loose to be called unusable,Works with my Casio ct-x700 well,",B00NH11KIK,4.5,"1,07,686"
"AFE54I72EV2YOL6POJCHHP3Q5NWA,AFKLES3QOCRLIMJWHPEJVGK4RX3Q,AFLBOY3G7HT3TAYCHSRFBXF7M2MQ,AF2NZ4L5OXBCMZZ742VSQGWU2F3A,AF6562TF5CHMMJIIAO2TQPNYVMBQ,AGO6LBIRJDSVR7FW4BD5JS4OGLZA,AHSO2XARBV6CWGPNXNBK3CJU7FBQ,AFNLIVIY3LPQ6FEX2UHW4WGNOUAA","Sunny J.,Praveen Pavitrhran,nitesh,Yadav,vansh gurjar,Krishna,Pantiphun Gonmei,Santosh Panhale","R2NB2K5XC70FKP,R3623Q21H3MKP6,R1XVC6NEYU3ZHV,RNFY9ZYM6195O,R3TUSIFSD4QCKJ,R22PD5EXXTFXP,R1LXC8W3AJAQ3I,R3U0OEWBKIO5Z3","Good maybe okay,Defective Product Delivered,Amazing Sound at Budget,Not for bass lover,Best one,Quality,Durability,Superb voice quality","The quality is not upto mark for the price paid. Other brands offer good quality earphones with lesser price. But per my experience none of my earphones have lasted more than 1-1.5 years.Given that this is JBL, lets see how long it lasts.Can someone build a earphone which lasts couple of years? I'll buy :),I had purchased two units of same headset of which one was found to be defective. Since I was on travel I couldn't check the items immediately and by time I found item to be defective the return/ replacement window has elapsed.,Build Quality is average considering JBL a global brand providing u an amazing sounding earphone under 700. Highly recommended if u r a music lover.,Sound quality is awesome but not bassMic is below averageIt come out from ears if you walk fastNot for game you can't hear footsteps of enemyReview after use of 4,5 earphones (c100si) 2 year experience,Awesome product....but resolve its tangling issue please otherwise nice product,Nice,After 8 months, left side speaker has no bass and not as loud as the right speaker.,Superb voice quality",B01DEWVZ2C,4.1,"1,92,590"
"AFE54I72EV2YOL6POJCHHP3Q5NWA,AFKLES3QOCRLIMJWHPEJVGK4RX3Q,AFLBOY3G7HT3TAYCHSRFBXF7M2MQ,AF2NZ4L5OXBCMZZ742VSQGWU2F3A,AF6562TF5CHMMJIIAO2TQPNYVMBQ,AGO6LBIRJDSVR7FW4BD5JS4OGLZA,AHSO2XARBV6CWGPNXNBK3CJU7FBQ,AFNLIVIY3LPQ6FEX2UHW4WGNOUAA","Sunny J.,Praveen Pavitrhran,nitesh,Yadav,vansh gurjar,Krishna,Pantiphun Gonmei,Santosh Panhale","R2NB2K5XC70FKP,R3623Q21H3MKP6,R1XVC6NEYU3ZHV,RNFY9ZYM6195O,R3TUSIFSD4QCKJ,R22PD5EXXTFXP,R1LXC8W3AJAQ3I,R3U0OEWBKIO5Z3","Good maybe okay,Defective Product Delivered,Amazing Sound at Budget,Not for bass lover,Best one,Quality,Durability,Superb voice quality","The quality is not upto mark for the price paid. Other brands offer good quality earphones with lesser price. But per my experience none of my earphones have lasted more than 1-1.5 years.Given that this is JBL, lets see how long it lasts.Can someone build a earphone which lasts couple of years? I'll buy :),I had purchased two units of same headset of which one was found to be defective. Since I was on travel I couldn't check the items immediately and by time I found item to be defective the return/ replacement window has elapsed.,Build Quality is average considering JBL a global brand providing u an amazing sounding earphone under 700. Highly recommended if u r a music lover.,Sound quality is awesome but not bassMic is below averageIt come out from ears if you walk fastNot for game you can't hear footsteps of enemyReview after use of 4,5 earphones (c100si) 2 year experience,Awesome product....but resolve its tangling issue please otherwise nice product,Nice,After 8 months, left side speaker has no bass and not as loud as the right speaker.,Superb voice quality",B01DEWVZ2C,4.1,"1,92,587"
"AFWOX5BA5QS5TCVTNV3EHQXOSCLQ,AGGM4C652EG6WSDEOWBQCR7UXG7Q,AFZ3S6RJS6RVOXVK5OAIT4AX76UA,AFRUXOMHPM4OTISKC4VE3PM45DTQ,AFGX776XSUUA2LIYKLHSXN3PHOXA,AF6XZI4LVIVFP2UTPNVFYGF7JPQQ,AGYX7IY6ZHCU2J6DXRW5SN6LGEVA,AHA3ODJCWS52ZKJYWV2UBFR3AVBA","Sagar,Shreyas,Arjun Thomas,Sachin Yadav,Karthikeya Reddy,Raja,Anku kumar,Sagar kate","R2E3GV1LFGQNFD,R3IM6TBVGY4SYQ,R236B8Q3BSGZJ7,RO9KNXZ2RH2TI,RT2VNM024LSCP,R3PRBLGHPRCZ6A,R1AYA1JIHAVM50,RR81G0GIJQKT9","Worth Every Square Inch.,VFM, Plastic build. Must buy,3 years of extensive usage , delivered the perfomance to its price,Still working after 2 years,Low in price but sound was high,Super head phone under 1300 rs,Wow nice this headphone Just like fall in love🥰 ye kuchh jyada hi ho gya😜,Good quality","-------------------------------------------------UPDATE:20/01/2018-------------------------------------------------It's been 5 months since I first got Boat Rockerz 400. Some of the dislikes I've mentioned earlier in my review are no more dislikes. I said the sound is more or less on a flatter side but I'm quite used to it and ""I'm loving it"".. :) the Second point is I said if you are an audiophile then you may not like it but I was wrong. You might ask why... Here is why:After a long gap, I visited my Father who is an audiophile. He has numerous high-end headphones but unfortunately, he got the attention of my headphone and he just wanted to try it. I said yes (I regret it :( ) he paired it with his device and played a song. Boy!! you got to see the grin on his face :D. He said I'm keeping it you buy another one. Poor me was forced to buy another one. A few days back I got another one :(One thing I noticed in two of my purchase isTHE AUDIO CABLE IS NO GOOD. Both my audio cable had the same issue.----------------------------------------------------------------------------So the moral of the story is: Hide it from your audiophile Dad or brother.. they will unceremoniously snatch it from you.Jokes apart, people, you can't go wrong with this purchase. It's worth every square inch.Happy Shopping...END OF UPDATE---------------------------------------------------I got this product 3 days back, and I got it for Rs. 1299( lightning deal of course) This is an honest unbiased review keeping in mind the price of the product:Three days might not be a sufficient time to review this product but sorry I can't help the excitement...----------------------------------------------------Likes:1> Good built quality-------  4/5It is sturdy, for the price the build quality is great. It is not flimsy. The ear cushions are good enough.------------------------------------------------------2> Sound quality------3.5/5If you are an audiophile this is not for you. Bass is decent nothing to go overboard( as noticed in other reviews). Bass is deep enough for the price.---------------------------------------------------------3> Connectivity: pairing is easy connects like a breeze.------ 4/5----------------------------------------------------------4> Dual Mode- Wired and wireless: Boat rockerz 400 comes with an aux cable.If you run out of charge you could always connect the aux cable and use it as a wired headphone. ( I couldn't find a substantial difference in the quality of music between wired and wireless though :) ) I absolutely loved this feature. ------5/5-----------------------------------------------------------Battery backup: I'm impressed with the battery backup of this beast. I've been using it for 3 days for 2-3 hrs a day still its running. So i guess the 8 hr backup per charge is not a marketing gimmick I presume it's true. So far so good. will update it after a month's usage.------------------------------------------------------------Dislikes:1> Sound quality is more on the flatter side. When you compare it with budget wired headphones like Sennheiser CX 180 Street II bass is not too deep. You won't get that ambiance. Boat's website says:""Don't just be loud, be loud and clear"", Nope... sorry I've to disappoint you on this. When it's loud it's not at all clear. A lot of distortions are there when you are loud.-----------------------------------------------------------2> Comfort: Believe me, it's not at all comfortable for prolonged usage. Your ear will beg you to take it off after 30-45 mins.. If you have high fortitude you can push it till 1-1.20 hrs... If you could go more than that without taking it off for a minute then you are superhuman...-----------------------------------------------------------3> Range: Boats says 10 meters range... In my experience, if you go beyond 5-6 meters then the voice will break. You will never ever get 10 mtrs range trust me on that. And I'm experiencing occasional breaks in the streaming nothing intrusive so far but I don't know whether it will be a problem down the line. Will let you guys know about it later if it's a problem.------------------------------------------------------------- 4>Flimsy aux cable: I can't complain too much about the aux cable keeping the price in mind. Remember I paid only 1299 for it. But with certain devices, the aux was not working properly. Mi note 3 had issues, Mi 4 also had issues with aux. Not sure whether it's the problem with my device. But it worked flawlessly on my laptop.--------------------------------------------------------------5> Wafer thin service centers: Boat gives 1 yr warranty but what good is it if you can't find any service centers near you. This is a hit or miss guys...---------------------------------------------------------------6> Voice cancellation: I didn't find this effective. Maybe it's just me, not sure.----------------------------------------------------------------7> Microphone is pretty much useless. You can't make calls with this headset.-------------------------------------------------------------------Some alternatives:( These are all wired headphones, comparing them with a wireless may not be a good idea but still, I compare it with them because Boat rockerz comes with an aux cable, and if you are looking for an alternative irrespective of wired or wireless it might be of some use to you)1>Sennheiser CX 180 Street II : I don't think Boat can beat this one's quality. The sound is incomparable- the base is deep, nice fidelity, nice ambiance and for a price of 799 this is unbeatable budget wired in-ear headphone. I own 2 of this beauty. Total value for money. If you are an audiophile and are on a  tight budget then I can't a better alternative than this.2> SoundMagic E10C In-Ear Headphones with Mic (Black/Gold): This is another TVFM earphone3>Sony Extra Bass MDR-XB250 On-Ear Headphones--------------------------------------------------------------------Don't buy it:1> If you are an audiophile ( obviously audiophiles will go only for wired headphones :D )2> If you intend to use it for long hours.----------------------------------------------------------------------Buy it:1> If you are looking for a budget wireless headphone with decent built quality and performance.2> If you require a wired and wireless package in one..-----------------------------------------------------------------------Verdict: I'd give this headphone a score of 3.75/ 5If you are on a budget and you want to enjoy a hassle-free Bluetooth headphone with good performance then CLOSE YOUR EYES AND BUY THIS BEAST trust me you won't regret it you won't be disappointed. In this price range, I couldn't find any other headphone with such a performance. We don't have many options.... Do we?  :P :PThe actual price is Rs. 2999 and Amazon claim they are giving 57% discount. pls don't fall for that. I would not recommend paying more than 1700 rupees for this headphone.--------------------------------------------------------------------------Note: I'm not an expert in this field. This is just a lay man's review.Thank you for reading the review and I hope this will help you with your purchase decision..,My boat wired in ears were giving out after hard use and i wanted a new pair of headphones and i wanted them to be over the head types like this one. I also wanted one with both aux and bluetooth options since i would be using it for the TV, Laptop and my phone. I have fumbled with this strata of the headphone market previously and after buying good for nothing ones from motorola, i chanced upon this.Value for moneyGood bassNice sound qualityGood build, but not premiumIf you can get it below 1000 rs, then it is a very good deal,its difficult to let go of  my boat headphones , i bought this on 2019 for a 1k price on sale , the bluetooth was working fine but it went off after an year , i know this would happen , and thats when the legendary aux cable comes in , ive been using it with the aux cable for almost 2 years again , but later the top headphone band broke off , i used a fevistick to stick it up , and used it , i stretched it even further but it broke again , but there is no difference in soundquality what so ever so far , its been a soldi 3 years since usage of this product , still trying to stretch it further , if it doesnt work , i may hvae to say good by to this beast of a product , and its sad to note that the current boat products on offer fail to deliver this robust quality , they've become the company that focuses on quantity over quality nowadays , evolutions aside , i gotta respect this product for what it has given me so far .,I genuinely reviewed after 2 years and it's still working but once head strip was broke i fixed it by using YouTube video overall it's very good purchase for me.,Don’t think about specs you can blindly buy because it worth it,I recently purchased the boAt Rockerz 400 Bluetooth headphones. They have great sound quality and the soft padded ear cushions are very comfortable. The battery life is also impressive, with up to 8 hours of playback. Overall, I'm very happy with my purchase and would recommend them to anyone looking for a good pair of Bluetooth headphones.,Under 1300 rs it is best head phone.... sound quality super, bass good, noise cancelation not bad, product weight not heavy.,Nice headphone, nhi,bole to jhakas😜Sound quality is very good and bass is also  good but I was expecting more like theatre bass but not like that, hhh laalach karna buri chijh h🤩🤩, hum sudhrenge nhi kabhi😂😂I think u r bored sum of this headphone  mast hai😂😂 enjoying,Good quality, easily connected my lg 4k smart tv",B01FSYQ2A4,4.1,"97,174"
"AFWOX5BA5QS5TCVTNV3EHQXOSCLQ,AGGM4C652EG6WSDEOWBQCR7UXG7Q,AFZ3S6RJS6RVOXVK5OAIT4AX76UA,AFRUXOMHPM4OTISKC4VE3PM45DTQ,AFGX776XSUUA2LIYKLHSXN3PHOXA,AF6XZI4LVIVFP2UTPNVFYGF7JPQQ,AGYX7IY6ZHCU2J6DXRW5SN6LGEVA,AHA3ODJCWS52ZKJYWV2UBFR3AVBA","Sagar,Shreyas,Arjun Thomas,Sachin Yadav,Karthikeya Reddy,Raja,Anku kumar,Sagar kate","R2E3GV1LFGQNFD,R3IM6TBVGY4SYQ,R236B8Q3BSGZJ7,RO9KNXZ2RH2TI,RT2VNM024LSCP,R3PRBLGHPRCZ6A,R1AYA1JIHAVM50,RR81G0GIJQKT9","Worth Every Square Inch.,VFM, Plastic build. Must buy,3 years of extensive usage , delivered the perfomance to its price,Still working after 2 years,Low in price but sound was high,Super head phone under 1300 rs,Wow nice this headphone Just like fall in love🥰 ye kuchh jyada hi ho gya😜,Good quality","-------------------------------------------------UPDATE:20/01/2018-------------------------------------------------It's been 5 months since I first got Boat Rockerz 400. Some of the dislikes I've mentioned earlier in my review are no more dislikes. I said the sound is more or less on a flatter side but I'm quite used to it and ""I'm loving it"".. :) the Second point is I said if you are an audiophile then you may not like it but I was wrong. You might ask why... Here is why:After a long gap, I visited my Father who is an audiophile. He has numerous high-end headphones but unfortunately, he got the attention of my headphone and he just wanted to try it. I said yes (I regret it :( ) he paired it with his device and played a song. Boy!! you got to see the grin on his face :D. He said I'm keeping it you buy another one. Poor me was forced to buy another one. A few days back I got another one :(One thing I noticed in two of my purchase isTHE AUDIO CABLE IS NO GOOD. Both my audio cable had the same issue.----------------------------------------------------------------------------So the moral of the story is: Hide it from your audiophile Dad or brother.. they will unceremoniously snatch it from you.Jokes apart, people, you can't go wrong with this purchase. It's worth every square inch.Happy Shopping...END OF UPDATE---------------------------------------------------I got this product 3 days back, and I got it for Rs. 1299( lightning deal of course) This is an honest unbiased review keeping in mind the price of the product:Three days might not be a sufficient time to review this product but sorry I can't help the excitement...----------------------------------------------------Likes:1> Good built quality-------  4/5It is sturdy, for the price the build quality is great. It is not flimsy. The ear cushions are good enough.------------------------------------------------------2> Sound quality------3.5/5If you are an audiophile this is not for you. Bass is decent nothing to go overboard( as noticed in other reviews). Bass is deep enough for the price.---------------------------------------------------------3> Connectivity: pairing is easy connects like a breeze.------ 4/5----------------------------------------------------------4> Dual Mode- Wired and wireless: Boat rockerz 400 comes with an aux cable.If you run out of charge you could always connect the aux cable and use it as a wired headphone. ( I couldn't find a substantial difference in the quality of music between wired and wireless though :) ) I absolutely loved this feature. ------5/5-----------------------------------------------------------Battery backup: I'm impressed with the battery backup of this beast. I've been using it for 3 days for 2-3 hrs a day still its running. So i guess the 8 hr backup per charge is not a marketing gimmick I presume it's true. So far so good. will update it after a month's usage.------------------------------------------------------------Dislikes:1> Sound quality is more on the flatter side. When you compare it with budget wired headphones like Sennheiser CX 180 Street II bass is not too deep. You won't get that ambiance. Boat's website says:""Don't just be loud, be loud and clear"", Nope... sorry I've to disappoint you on this. When it's loud it's not at all clear. A lot of distortions are there when you are loud.-----------------------------------------------------------2> Comfort: Believe me, it's not at all comfortable for prolonged usage. Your ear will beg you to take it off after 30-45 mins.. If you have high fortitude you can push it till 1-1.20 hrs... If you could go more than that without taking it off for a minute then you are superhuman...-----------------------------------------------------------3> Range: Boats says 10 meters range... In my experience, if you go beyond 5-6 meters then the voice will break. You will never ever get 10 mtrs range trust me on that. And I'm experiencing occasional breaks in the streaming nothing intrusive so far but I don't know whether it will be a problem down the line. Will let you guys know about it later if it's a problem.------------------------------------------------------------- 4>Flimsy aux cable: I can't complain too much about the aux cable keeping the price in mind. Remember I paid only 1299 for it. But with certain devices, the aux was not working properly. Mi note 3 had issues, Mi 4 also had issues with aux. Not sure whether it's the problem with my device. But it worked flawlessly on my laptop.--------------------------------------------------------------5> Wafer thin service centers: Boat gives 1 yr warranty but what good is it if you can't find any service centers near you. This is a hit or miss guys...---------------------------------------------------------------6> Voice cancellation: I didn't find this effective. Maybe it's just me, not sure.----------------------------------------------------------------7> Microphone is pretty much useless. You can't make calls with this headset.-------------------------------------------------------------------Some alternatives:( These are all wired headphones, comparing them with a wireless may not be a good idea but still, I compare it with them because Boat rockerz comes with an aux cable, and if you are looking for an alternative irrespective of wired or wireless it might be of some use to you)1>Sennheiser CX 180 Street II : I don't think Boat can beat this one's quality. The sound is incomparable- the base is deep, nice fidelity, nice ambiance and for a price of 799 this is unbeatable budget wired in-ear headphone. I own 2 of this beauty. Total value for money. If you are an audiophile and are on a  tight budget then I can't a better alternative than this.2> SoundMagic E10C In-Ear Headphones with Mic (Black/Gold): This is another TVFM earphone3>Sony Extra Bass MDR-XB250 On-Ear Headphones--------------------------------------------------------------------Don't buy it:1> If you are an audiophile ( obviously audiophiles will go only for wired headphones :D )2> If you intend to use it for long hours.----------------------------------------------------------------------Buy it:1> If you are looking for a budget wireless headphone with decent built quality and performance.2> If you require a wired and wireless package in one..-----------------------------------------------------------------------Verdict: I'd give this headphone a score of 3.75/ 5If you are on a budget and you want to enjoy a hassle-free Bluetooth headphone with good performance then CLOSE YOUR EYES AND BUY THIS BEAST trust me you won't regret it you won't be disappointed. In this price range, I couldn't find any other headphone with such a performance. We don't have many options.... Do we?  :P :PThe actual price is Rs. 2999 and Amazon claim they are giving 57% discount. pls don't fall for that. I would not recommend paying more than 1700 rupees for this headphone.--------------------------------------------------------------------------Note: I'm not an expert in this field. This is just a lay man's review.Thank you for reading the review and I hope this will help you with your purchase decision..,My boat wired in ears were giving out after hard use and i wanted a new pair of headphones and i wanted them to be over the head types like this one. I also wanted one with both aux and bluetooth options since i would be using it for the TV, Laptop and my phone. I have fumbled with this strata of the headphone market previously and after buying good for nothing ones from motorola, i chanced upon this.Value for moneyGood bassNice sound qualityGood build, but not premiumIf you can get it below 1000 rs, then it is a very good deal,its difficult to let go of  my boat headphones , i bought this on 2019 for a 1k price on sale , the bluetooth was working fine but it went off after an year , i know this would happen , and thats when the legendary aux cable comes in , ive been using it with the aux cable for almost 2 years again , but later the top headphone band broke off , i used a fevistick to stick it up , and used it , i stretched it even further but it broke again , but there is no difference in soundquality what so ever so far , its been a soldi 3 years since usage of this product , still trying to stretch it further , if it doesnt work , i may hvae to say good by to this beast of a product , and its sad to note that the current boat products on offer fail to deliver this robust quality , they've become the company that focuses on quantity over quality nowadays , evolutions aside , i gotta respect this product for what it has given me so far .,I genuinely reviewed after 2 years and it's still working but once head strip was broke i fixed it by using YouTube video overall it's very good purchase for me.,Don’t think about specs you can blindly buy because it worth it,I recently purchased the boAt Rockerz 400 Bluetooth headphones. They have great sound quality and the soft padded ear cushions are very comfortable. The battery life is also impressive, with up to 8 hours of playback. Overall, I'm very happy with my purchase and would recommend them to anyone looking for a good pair of Bluetooth headphones.,Under 1300 rs it is best head phone.... sound quality super, bass good, noise cancelation not bad, product weight not heavy.,Nice headphone, nhi,bole to jhakas😜Sound quality is very good and bass is also  good but I was expecting more like theatre bass but not like that, hhh laalach karna buri chijh h🤩🤩, hum sudhrenge nhi kabhi😂😂I think u r bored sum of this headphone  mast hai😂😂 enjoying,Good quality, easily connected my lg 4k smart tv",B01FSYQ2A4,4.1,"97,175"
"AHVZCQP5SYIVGZJK4LRP55ZXWETA,AF6YDBL3KYIK3LBKKDIHUMOLKN4Q,AHKL2U5BIK4ZODWORRJ5RWNLL2TQ,AFKZHMXRXMRTVZLMHATTD53AVKRA,AGFTWXF3QWIHMPN7SMTSHB6HNJ7Q,AE4G376L73UNPWICYOSYO2KNXYJA,AHGFA5MNVOFDMIL3322YZ6IOA5VA,AGUR3CFYVZUMDJQIESKOIQOGV7AA","Hremant,Anjaneyulu,Madhav,NOTTADRIS,Deepak,P,M.SASIKUMAR,S.Suresh","R1BC08IFG4REKS,R1FJKIHIO54SOW,R3JR48W2CI480,R3JH7SHSXDT1GT,R35QWAY83WL8H6,R25N2U90N2A5AS,R19AK3DT3JOE82,R210WJI15JCSRE","You can trust on this one,The best usb cable,Wel build just like original .,Nice!!,Working perfectly,Basic,Good,No issues","Previously bought amazon basic USB type A cable and i didn't last long, but this USB C product seems manufactured with high quality materials. Supports fast chagrining, data supply etc. just go for it,Exllent,Very satisfied with this purchase, just like orginal quality . Will buy again in future .,My sister is using this cable to charge her phone and the cable is durable and good enough for my sister's phone. Love it!!,I bought it to use Android Auto on Tata Altroz car by connecting to my one plus nord 2T mobile.I have been using this for more than a week now. It's working perfectly..I am happy with the product so far.,Basic,Great product money worth,No issues",B01GGKYKQM,4.3,"20,052"
"AHVZCQP5SYIVGZJK4LRP55ZXWETA,AF6YDBL3KYIK3LBKKDIHUMOLKN4Q,AHKL2U5BIK4ZODWORRJ5RWNLL2TQ,AFKZHMXRXMRTVZLMHATTD53AVKRA,AGFTWXF3QWIHMPN7SMTSHB6HNJ7Q,AE4G376L73UNPWICYOSYO2KNXYJA,AHGFA5MNVOFDMIL3322YZ6IOA5VA,AGUR3CFYVZUMDJQIESKOIQOGV7AA","Hremant,Anjaneyulu,Madhav,NOTTADRIS,Deepak,P,M.SASIKUMAR,S.Suresh","R1BC08IFG4REKS,R1FJKIHIO54SOW,R3JR48W2CI480,R3JH7SHSXDT1GT,R35QWAY83WL8H6,R25N2U90N2A5AS,R19AK3DT3JOE82,R210WJI15JCSRE","You can trust on this one,The best usb cable,Wel build just like original .,Nice!!,Working perfectly,Basic,Good,No issues","Previously bought amazon basic USB type A cable and i didn't last long, but this USB C product seems manufactured with high quality materials. Supports fast chagrining, data supply etc. just go for it,Exllent,Very satisfied with this purchase, just like orginal quality . Will buy again in future .,My sister is using this cable to charge her phone and the cable is durable and good enough for my sister's phone. Love it!!,I bought it to use Android Auto on Tata Altroz car by connecting to my one plus nord 2T mobile.I have been using this for more than a week now. It's working perfectly..I am happy with the product so far.,Basic,Great product money worth,No issues",B01GGKYKQM,4.3,"20,053"
